Step,Value
83721,0.3163
83771,0.3253
83821,0.32
83871,0.3411
83921,0.345
83971,0.3383
84021,0.3324
84071,0.33
84121,0.3306
84171,0.3268
84221,0.3246
84271,0.3209
84321,0.3237
84371,0.3234
84421,0.3221
84471,0.3229
84521,0.3227
84571,0.323
84621,0.324
84671,0.3249
84721,0.3249
84771,0.3237
84821,0.3242
84871,0.3251
84921,0.3225
84971,0.3225
85021,0.322
85071,0.3213
85121,0.3225
85171,0.323
85221,0.3214
85271,0.3206
85321,0.3212
85371,0.3219
85421,0.3232
85471,0.3239
85521,0.3235
85571,0.3225
85621,0.3243
85671,0.3258
85721,0.3246
85771,0.3236
85821,0.3242
85871,0.3238
85921,0.3256
85971,0.3257
86021,0.3249
86071,0.325
86121,0.3251
86171,0.3263
86221,0.3253
86271,0.3263
86321,0.3273
86371,0.3271
86421,0.3265
86471,0.326
86521,0.3263
86571,0.3263
86621,0.3272
86671,0.3279
86721,0.3272
86771,0.3279
86821,0.3276
86871,0.3268
86921,0.3262
86971,0.3262
87021,0.3263
87071,0.3262
87121,0.3277
87171,0.3279
87221,0.328
87271,0.328
87321,0.3287
87371,0.329
87421,0.3293
87471,0.3294
87521,0.3287
87571,0.3286
87621,0.3282
87671,0.328
87721,0.3274
